id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
1091, NP_079568 GeneID:24071 Synj2bp,0, No mitochondrial presequence, 19(MPP),-0.105, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1092, NP_001239485 GeneID:14874 Gstz1,0, No mitochondrial presequence, 33(MPP),0," 30-34,43-47,76-80,87-91,95-99", 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1093, NP_001239484 GeneID:14874 Gstz1,0, No mitochondrial presequence, 33(MPP),0," 30-34,43-47,76-80,87-91,95-99", 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1094, NP_034493 GeneID:14874 Gstz1,0.227, No mitochondrial presequence, 14(MPP),0.143, 85-89, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1095, NP_001028385 GeneID:104718 Ttc7b,0.006, No mitochondrial presequence, 64(MPP),0, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1096, NP_663423 GeneID:217830 9030617O03Rik,0.993, Possessing mitochondrial presequence, 26(MPP),0.192, 18-22, 11-20-high, -, -, -, -, -, -," 6-11,10-15", -, -, 5-10, -, -, -," 9-14,13-18", 
1097, NP_076186 GeneID:105014 Rdh14,0.939, Possessing mitochondrial presequence, 24(MPP),0.083, , 9-18-low, -, -, -, -, -, -, -, -, 20-25, -, 19-24, -, -, -, 
1097, NP_076186 GeneID:105014 Rdh14,0.939, Possessing mitochondrial presequence, 25(Icp55*),0.083, , 9-18-low, -, -, -, -, -, -, -, -, 20-25, -, 19-24, -, -, -, 
1098, NP_035405 GeneID:19819 Rnaseh1,0.745, Possessing mitochondrial presequence, 21(MPP),0.238, 58-62, 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1099, NP_001273794 GeneID:19819 Rnaseh1,0.233, No mitochondrial presequence, 47(MPP),0.106, 32-36, 17-27-low, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, -, 
1100, NP_031887 GeneID:13382 Dld,0.994, Possessing mitochondrial presequence, 34(MPP),0.176, 4-8, 4-13-high, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1100, NP_031887 GeneID:13382 Dld,0.994, Possessing mitochondrial presequence, 35(Icp55*),0.176, 4-8, 4-13-high, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1101, NP_035913 GeneID:23795 Agr2,0.003, No mitochondrial presequence, 65(MPP),0.046, 87-91, 11-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1102, NP_663418 GeneID:217666 L2hgdh,0.725, Possessing mitochondrial presequence, 44(MPP),0.114, 14-18, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1103, NP_001020025 GeneID:30056 Timm9,0, No mitochondrial presequence, 67(MPP),0, 53-57, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1104, NP_001020024 GeneID:30056 Timm9,0, No mitochondrial presequence, 67(MPP),0, 53-57, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1105, NP_001273132 GeneID:30056 Timm9,0, No mitochondrial presequence, 67(MPP),0, 53-57, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1106, NP_038924 GeneID:30056 Timm9,0, No mitochondrial presequence, 67(MPP),0, 53-57, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1107, NP_033835 GeneID:11847 Arg2,0.984, Possessing mitochondrial presequence, 22(MPP),0.136, 7-11, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1108, NP_067532 GeneID:17252 Rdh11,0.004, No mitochondrial presequence, 62(MPP),0.081, 21-25, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1109, NP_079737 GeneID:66272 Cox16,0.847, Possessing mitochondrial presequence, 35(MPP),0.143, 6-10, 2-12-high, -, -, -, -, 6-11, -, -, -, -, -, -, -, -, -, 
1109, NP_079737 GeneID:66272 Cox16,0.847, Possessing mitochondrial presequence, 43(Oct1),0.143, 6-10, 2-12-high, -, -, -, -, 6-11, -, -, -, -, -, -, -, -, -, 
1110, NP_598949 GeneID:171210 Acot2,0.725, Possessing mitochondrial presequence, 42(MPP),0.119," 11-15,22-26", 17-26-high, -, -, -, -, -, -, -, -, -, -, -, -, 11-16, -, 
1111, NP_766170 GeneID:217707 Coq6,0.836, Possessing mitochondrial presequence, 35(MPP),0.114, 13-17, 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1112, NP_598803 GeneID:104776 Aldh6a1,0.605, Possessing mitochondrial presequence, 13(MPP),0.077, 86-90, 11-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1113, NP_083139 GeneID:74316 Isca2,0.88, Possessing mitochondrial presequence, 25(MPP),0.16," 3-7,13-17,29-33,57-61", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, 3-8, -, 
1113, NP_083139 GeneID:74316 Isca2,0.88, Possessing mitochondrial presequence, 26(Icp55*),0.16," 3-7,13-17,29-33,57-61", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, 3-8, -, 
1114, NP_084501 GeneID:78920 Dlst,0.999, Possessing mitochondrial presequence, 60(MPP),0.183," 8-12,90-94", 8-19-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, 8-13, -, 
1114, NP_084501 GeneID:78920 Dlst,0.999, Possessing mitochondrial presequence, 68(Oct1),0.183," 8-12,90-94", 8-19-high, -, -, -, -, -, -, -, -, -, -, -, 7-12, 8-13, -, 
1115, NP_035609 GeneID:20773 Sptlc2,0.011, No mitochondrial presequence, 32(MPP),0.156, , 4-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1116, NP_001096035 GeneID:211064 Alkbh1,0.033, No mitochondrial presequence, 29(MPP),0.069," 1-5,23-27,26-30", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1117, NP_081234 GeneID:380773 Slirp,0.933, Possessing mitochondrial presequence, 14(MPP),0.143, , 1-10-high, -, -, -, -, -, -, -, -, 21-26, -, 20-25, -, -, -, 
1118, NP_001264225 GeneID:72113 Adck1,0.045, No mitochondrial presequence, 42(MPP),0.071," 2-6,5-9,39-43,79-83", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1119, NP_001264226 GeneID:72113 Adck1,0.045, No mitochondrial presequence, 42(MPP),0.071," 2-6,5-9,39-43,79-83", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1120, NP_082381 GeneID:72113 Adck1,0.045, No mitochondrial presequence, 42(MPP),0.071," 2-6,5-9,39-43,79-83", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1121, NP_001034138 GeneID:75483 Cox8c,0.71, Possessing mitochondrial presequence, 28(MPP),0.179, 1-5, 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1122, NP_919045 GeneID:52668 Ifi27,0, No mitochondrial presequence, 15(MPP),0, 66-70, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1123, NP_919044 GeneID:52668 Ifi27,0, No mitochondrial presequence, 69(MPP),0.058, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1124, NP_081066 GeneID:52668 Ifi27,0, No mitochondrial presequence, 88(MPP),0.023, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1125, NP_919043 GeneID:52668 Ifi27,0, No mitochondrial presequence, 69(MPP),0.058, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1126, NP_919042 GeneID:52668 Ifi27,0, No mitochondrial presequence, 88(MPP),0.023, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1127, NP_082695 GeneID:73046 Glrx5,0.995, Possessing mitochondrial presequence, 31(MPP),0.129, 5-9, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1128, NP_851845 GeneID:214663 Slc25a29,0, No mitochondrial presequence, 86(MPP),0.035, , 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1129, NP_001012310 GeneID:104910 Slc25a47,0, No mitochondrial presequence, 55(MPP),0.036," 36-40,74-78,78-82", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1129, NP_001012310 GeneID:104910 Slc25a47,0, No mitochondrial presequence, 56(Icp55*),0.036," 36-40,74-78,78-82", 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1130, NP_080787 GeneID:68020 Apopt1,1, Possessing mitochondrial presequence, 18(MPP),0.278," 11-15,43-47", 11-20-high, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, -, 
1130, NP_080787 GeneID:68020 Apopt1,1, Possessing mitochondrial presequence, 19(Icp55*),0.278," 11-15,43-47", 11-20-high, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, -, 
1131, NP_001156860 GeneID:68020 Apopt1,1, Possessing mitochondrial presequence, 18(MPP),0.278," 11-15,43-47", 11-20-high, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, -, 
1131, NP_001156860 GeneID:68020 Apopt1,1, Possessing mitochondrial presequence, 19(Icp55*),0.278," 11-15,43-47", 11-20-high, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, -, 
1132, NP_081636 GeneID:70257 2010107E04Rik,0.069, No mitochondrial presequence, 40(MPP),0.075, 6-10, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 5-10, -, -, 
1133, NP_081197 GeneID:69046 Isca1,0.985, Possessing mitochondrial presequence, 23(MPP),0.261, , 5-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1134, NP_035017 GeneID:17993 Ndufs4,0.96, Possessing mitochondrial presequence, 34(MPP),0.147, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1134, NP_035017 GeneID:17993 Ndufs4,0.96, Possessing mitochondrial presequence, 42(Oct1),0.147, , 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1135, NP_660113 GeneID:69617 Pitrm1,0.607, Possessing mitochondrial presequence, 28(MPP),0.214," 34-38,76-80", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1136, NP_619595 GeneID:192136 Sugct,0.933, Possessing mitochondrial presequence, 29(MPP),0.207," 5-9,47-51", 10-19-high, -, -, -, -, -, -, -, -, -, -, 8-13, -, -, -, 
1137, NP_077236 GeneID:69955 Fars2,0.237, No mitochondrial presequence, 31(MPP),0.129," 6-10,11-15,20-24", 6-15-low, -, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, 
1137, NP_077236 GeneID:69955 Fars2,0.237, No mitochondrial presequence, 32(Icp55*),0.129," 6-10,11-15,20-24", 6-15-low, -, -, -, -, -, -, -, -, 15-20, -, 14-19, -, -, -, 
1138, NP_958746 GeneID:380840 Lyrm4,0.058, No mitochondrial presequence, 30(MPP),0.1, 12-16, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1138, NP_958746 GeneID:380840 Lyrm4,0.058, No mitochondrial presequence, 31(Icp55*),0.1, 12-16, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1139, NP_001034278 GeneID:69955 Fars2,0.013, No mitochondrial presequence, 18(MPP),0," 3-7,15-19,19-23,84-88", 11-22-high, -, -, -, -, -, -, -, -, -, -, -," 14-19,18-23", 15-20, -, 
1140, NP_849179 GeneID:68346 Sirt5,0.124, No mitochondrial presequence, 36(MPP),0.194," 43-47,50-54", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1141, NP_083048 GeneID:74129 Dmgdh,0.994, Possessing mitochondrial presequence, 21(MPP),0.286, 58-62, 14-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1142, NP_776118 GeneID:218506 Mrps27,0.833, Possessing mitochondrial presequence, 28(MPP),0.179," 18-22,57-61,72-76", 11-20-low, -, -, -, -, -, -, -, -, 11-16, -, 10-15, -, -, -, 
1143, NP_084302 GeneID:78038 Mccc2,0.871, Possessing mitochondrial presequence, 22(MPP),0.182, 12-16, 1-10-high, -, -, -, -, -, -, 4-9, -, -, -, -, -, -, -, 
1144, NP_083723 GeneID:75805 Nln,0.987, Possessing mitochondrial presequence, 11(MPP),0.091, , 9-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1145, NP_001120818 GeneID:75597 Ndufaf2,0.235, No mitochondrial presequence, 10(MPP),0.1, , 4-15-high, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
1146, NP_032736 GeneID:18115 Nnt,0.972, Possessing mitochondrial presequence, 35(MPP),0.114," 1-5,32-36", 1-10-high, -, -, -, -, 1-6, -, 4-9, -, -, -, -, -, -, -, 
1147, NP_083547 GeneID:75398 Mrpl32,0.018, No mitochondrial presequence, 37(MPP),0.081," 19-23,34-38", 19-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1148, NP_080066 GeneID:66834 Acot13,0.01, No mitochondrial presequence, 78(MPP),0," 11-15,21-25", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1149, NP_766120 GeneID:214579 Aldh5a1,0.868, Possessing mitochondrial presequence, 34(MPP),0.147, 89-93, 6-15-low, -, -, -, -, -, -, 6-11, -, -, 5-10, -, -, -, -, 
1149, NP_766120 GeneID:214579 Aldh5a1,0.868, Possessing mitochondrial presequence, 35(Icp55*),0.147, 89-93, 6-15-low, -, -, -, -, -, -, 6-11, -, -, 5-10, -, -, -, -, 
1150, NP_001013407 GeneID:380836 Mrs2,0.794, Possessing mitochondrial presequence, 20(MPP),0.15," 3-7,11-15", 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1151, NP_079986 GeneID:66694 Uqcrfs1,0.991, Possessing mitochondrial presequence, 78(MPP),0.064, , 20-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1152, NP_080788 GeneID:68021 Bphl,0.938, Possessing mitochondrial presequence, 15(MPP),0.2, , 16-25-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1153, NP_035998 GeneID:23986 Eci2,0.025, No mitochondrial presequence, 30(MPP),0.067, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1153, NP_035998 GeneID:23986 Eci2,0.025, No mitochondrial presequence, 31(Icp55*),0.067, , 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1154, NP_001103801 GeneID:23986 Eci2,0.284, No mitochondrial presequence, 36(MPP),0.167, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1155, NP_079663 GeneID:66154 Tmem14c,0, No mitochondrial presequence, 81(MPP),0.025, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1156, NP_001074528 GeneID:76137 Mcur1,0.003, No mitochondrial presequence, 78(MPP),0.154, , 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1156, NP_001074528 GeneID:76137 Mcur1,0.003, No mitochondrial presequence, 79(Icp55*),0.154, , 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1157, NP_083555 GeneID:75420 Secisbp2,0, No mitochondrial presequence, 43(MPP),-0.047, 25-29, 17-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1158, NP_057918 GeneID:11992 Auh,0.977, Possessing mitochondrial presequence, 41(MPP),0.146," 69-73,82-86,86-90", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1158, NP_057918 GeneID:11992 Auh,0.977, Possessing mitochondrial presequence, 42(Icp55*),0.146," 69-73,82-86,86-90", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1159, NP_081600 GeneID:14057 Sfxn1,0.003, No mitochondrial presequence, 25(MPP),0," 25-29,47-51", 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
1160, NP_080209 GeneID:67044 Higd2a,0, No mitochondrial presequence, 70(MPP),0.014, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1161, NP_033026 GeneID:19336 Rab24,0.012, No mitochondrial presequence, 27(MPP),0.074," 24-28,46-50,73-77", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1162, NP_079872 GeneID:66494 Prelid1,0.237, No mitochondrial presequence, 55(MPP),0.055," 1-5,62-66,66-70", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1162, NP_079872 GeneID:66494 Prelid1,0.237, No mitochondrial presequence, 56(Icp55*),0.055," 1-5,62-66,66-70", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1163, NP_082557 GeneID:72562 Pcbd2,0.622, Possessing mitochondrial presequence, 32(MPP),0.125," 17-21,29-33,83-87", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1164, NP_808477 GeneID:328258 Slc25a48,0.003, No mitochondrial presequence, 86(MPP),0.047, 45-49, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1164, NP_808477 GeneID:328258 Slc25a48,0.003, No mitochondrial presequence, 87(Icp55*),0.047, 45-49, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1165, NP_079823 GeneID:66410 Mterfd1,0.916, Possessing mitochondrial presequence, 30(MPP),0.233, 33-37, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1166, NP_080495 GeneID:67530 Uqcrb,0.126, No mitochondrial presequence, 19(MPP),0.158," 17-21,63-67", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1167, NP_081399 GeneID:69577 Fastkd3,0.241, No mitochondrial presequence, 57(MPP),0.105," 6-10,33-37,57-61", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1168, NP_035018 GeneID:407785 Ndufs6,0.904, Possessing mitochondrial presequence, 19(MPP),0.211," 7-11,13-17", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1169, NP_444393 GeneID:94066 Mrpl36,0.872, Possessing mitochondrial presequence, 29(MPP),0.103, 20-24, 10-19-high, -, -, -, -, -, -, 5-10, -, -, 4-9, -, -, -, -, 
1169, NP_444393 GeneID:94066 Mrpl36,0.872, Possessing mitochondrial presequence, 30(Icp55*),0.103, 20-24, 10-19-high, -, -, -, -, -, -, 5-10, -, -, 4-9, -, -, -, -, 
1170, NP_077163 GeneID:67433 Ccdc127,0.028, No mitochondrial presequence, 84(MPP),0.048," 39-43,55-59", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1171, NP_001162129 GeneID:67433 Ccdc127,0.026, No mitochondrial presequence, 84(MPP),0.048," 39-43,55-59", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1172, NP_075770 GeneID:66945 Sdha,0.956, Possessing mitochondrial presequence, 16(MPP),0.25," 7-11,90-94", 18-28-high, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, -, 
1173, NP_001162130 GeneID:67433 Ccdc127,0.028, No mitochondrial presequence, 84(MPP),0.048," 39-43,55-59", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1174, NP_031775 GeneID:12867 Cox7c,0.821, Possessing mitochondrial presequence, 37(MPP),0.108, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1174, NP_031775 GeneID:12867 Cox7c,0.821, Possessing mitochondrial presequence, 38(Icp55*),0.108, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1175, NP_940807 GeneID:76722 Ckmt2,0.963, Possessing mitochondrial presequence, 13(MPP),0.154, 5-9, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 4-9, 5-10, -, 
1176, NP_001258394 GeneID:320806 Gfm2,0.145, No mitochondrial presequence, 44(MPP),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1176, NP_001258394 GeneID:320806 Gfm2,0.145, No mitochondrial presequence, 45(Icp55*),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1177, NP_001258392 GeneID:320806 Gfm2,0.143, No mitochondrial presequence, 44(MPP),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1177, NP_001258392 GeneID:320806 Gfm2,0.143, No mitochondrial presequence, 45(Icp55*),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1178, NP_796240 GeneID:320806 Gfm2,0.143, No mitochondrial presequence, 44(MPP),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1178, NP_796240 GeneID:320806 Gfm2,0.143, No mitochondrial presequence, 45(Icp55*),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1179, NP_001258393 GeneID:320806 Gfm2,0.143, No mitochondrial presequence, 44(MPP),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1179, NP_001258393 GeneID:320806 Gfm2,0.143, No mitochondrial presequence, 45(Icp55*),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1180, NP_001139515 GeneID:320806 Gfm2,0.144, No mitochondrial presequence, 44(MPP),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1180, NP_001139515 GeneID:320806 Gfm2,0.144, No mitochondrial presequence, 45(Icp55*),0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1181, NP_081149 GeneID:68927 Ptcd2,0.507, Possessing mitochondrial presequence, 39(MPP),0.154, 36-40, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1182, NP_001177193 GeneID:66128 Mrps36,0.009, No mitochondrial presequence, 11(MPP),0.182, 8-12, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, 8-13, -, 
1183, NP_079645 GeneID:66128 Mrps36,0.007, No mitochondrial presequence, 11(MPP),0.182, 8-12, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, 8-13, -, 
1184, NP_067531 GeneID:59054 Mrps30,0.986, Possessing mitochondrial presequence, 15(MPP),0.267," 3-7,6-10,88-92", 3-12-high, -, -, -, 7-12, 3-8, -, -, -, -, -, -, -, -, -, 
1184, NP_067531 GeneID:59054 Mrps30,0.986, Possessing mitochondrial presequence, 16(Icp55*),0.267," 3-7,6-10,88-92", 3-12-high, -, -, -, 7-12, 3-8, -, -, -, -, -, -, -, -, -, 
1185, NP_034340 GeneID:14198 Fhit,0.04, No mitochondrial presequence, 43(MPP),0.116, , 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1186, NP_081712 GeneID:70478 Mipep,0.997, Possessing mitochondrial presequence, 26(MPP),0.192," 10-14,90-94", 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1187, NP_659093 GeneID:110821 Pcca,0.972, Possessing mitochondrial presequence, 46(MPP),0.152," 59-63,71-75", 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, 11-16, -, -, 4-9, 
1187, NP_659093 GeneID:110821 Pcca,0.972, Possessing mitochondrial presequence, 47(Icp55*),0.152," 59-63,71-75", 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, 11-16, -, -, 4-9, 
1188, NP_080617 GeneID:67725 Nudt13,0.655, Possessing mitochondrial presequence, 19(MPP),0.263, 16-20, 18-27-high, -, -, -, -, -, -, 4-9, -, -, 3-8, -, -, -, -, 
1188, NP_080617 GeneID:67725 Nudt13,0.655, Possessing mitochondrial presequence, 20(Icp55*),0.263, 16-20, 18-27-high, -, -, -, -, -, -, 4-9, -, -, 3-8, -, -, -, -, 
1189, NP_001129712 GeneID:218865 Chdh,0.557, Possessing mitochondrial presequence, 34(MPP),0.147, 31-35, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1190, NP_032159 GeneID:14661 Glud1,0.989, Possessing mitochondrial presequence, 52(MPP),0.077, 66-70, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1190, NP_032159 GeneID:14661 Glud1,0.989, Possessing mitochondrial presequence, 53(Icp55*),0.077, 66-70, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1191, NP_082919 GeneID:68514 Micu2,0.991, Possessing mitochondrial presequence, 21(MPP),0.19, , 10-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1191, NP_082919 GeneID:68514 Micu2,0.991, Possessing mitochondrial presequence, 22(Icp55*),0.19, , 10-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1192, NP_001240641 GeneID:110265 Msra,0.968, Possessing mitochondrial presequence, 20(MPP),0.2, 25-29, 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
1193, NP_001240643 GeneID:110265 Msra,0.96, Possessing mitochondrial presequence, 20(MPP),0.2," 25-29,93-97", 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
1194, NP_001240645 GeneID:110265 Msra,0, No mitochondrial presequence, 37(MPP),0.054," 74-78,89-93", 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1195, NP_001240644 GeneID:110265 Msra,0.966, Possessing mitochondrial presequence, 20(MPP),0.2," 25-29,76-80,91-95", 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
1196, NP_080598 GeneID:110265 Msra,0.968, Possessing mitochondrial presequence, 20(MPP),0.2, 25-29, 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
1197, NP_079660 GeneID:66148 Dnajc15,0, No mitochondrial presequence, 26(MPP),0.038, 51-55, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1198, NP_082182 GeneID:219189 Vwa8,0.892, Possessing mitochondrial presequence, 45(MPP),0.133, , 14-29-low, -, -, -, -, -, -, 25-30, -, -, 24-29, -, -, -, -, 
1199, NP_776119 GeneID:219189 Vwa8,0.903, Possessing mitochondrial presequence, 45(MPP),0.133, , 14-29-low, -, -, -, -, -, -, 25-30, -, -, 24-29, -, -, -, -, 
1200, NP_083832 GeneID:69634 Clybl,0.951, Possessing mitochondrial presequence, 12(MPP),0.167, 21-25, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, 21-26, -, 
1201, NP_077183 GeneID:68263 Pdhb,0.998, Possessing mitochondrial presequence, 22(MPP),0.227, , 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1201, NP_077183 GeneID:68263 Pdhb,0.998, Possessing mitochondrial presequence, 30(Oct1),0.227, , 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1202, NP_081971 GeneID:71147 Oxsm,0.662, Possessing mitochondrial presequence, 31(MPP),0.129," 2-6,6-10,63-67", 2-11-high, -, -, -, -, -, -, -, -, -, -, -," 1-6,5-10", 2-7, -, 
1203, NP_079716 GeneID:66242 Mrps16,0.817, Possessing mitochondrial presequence, 30(MPP),0.1," 8-12,31-35,73-77,87-91", 4-13-high, -, -, 9-14, -, 8-13, -, -, -, -, -, -, -, -, -, 
1204, NP_079642 GeneID:66121 Chchd1,0.341, No mitochondrial presequence, 38(MPP),0.263, 10-14, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
