id, sequence_id,probability_of_presequence, prediction,cleavage_site, net_charge, position_tom_20_motif, position_amphypathic_alpha_helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,unnamed
1882, NP_077733 GeneID:9489 PGS1,0.711, Possessing mitochondrial presequence, 17(MPP),0.118, 14-18, 13-22-high, -, -, -, -, -, -, -, -, 12-17, -, -, -, -, -, 
1883, NP_060616 GeneID:55178 RNMTL1,0.377, No mitochondrial presequence, 29(MPP),0.103," 26-30,29-33,94-98", 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1884, NP_057164 GeneID:51031 GLOD4,0.952, Possessing mitochondrial presequence, 22(MPP),0.227," 3-7,6-10", 8-17-high, -, -, -, -, -, -, -, -, 1-6, -, -, -, -, -, 
1885, NP_037469 GeneID:29928 TIMM22,0, No mitochondrial presequence, 41(MPP),0," 62-66,70-74", 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1886, NP_001157145 GeneID:124997 WDR81,0.532, Possessing mitochondrial presequence, 28(MPP),0.071," 2-6,22-26,25-29,46-50,96-100", 2-13-high, -, -, -, -, 22-27, -, -, -, -, -, -, -, -, -, 
1886, NP_001157145 GeneID:124997 WDR81,0.532, Possessing mitochondrial presequence, 29(Icp55*),0.071," 2-6,22-26,25-29,46-50,96-100", 2-13-high, -, -, -, -, 22-27, -, -, -, -, -, -, -, -, -, 
1887, NP_001157281 GeneID:124997 WDR81,0.009, No mitochondrial presequence, 62(MPP),0, , 19-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1887, NP_001157281 GeneID:124997 WDR81,0.009, No mitochondrial presequence, 63(Icp55*),0, , 19-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1888, NP_001157283 GeneID:124997 WDR81,0.987, Possessing mitochondrial presequence, 25(MPP),0.2," 1-5,22-26,72-76,75-79", 17-26-high, -, -, -, -, -, -, 18-23, -, -, -, -, -, -, -, 
1888, NP_001157283 GeneID:124997 WDR81,0.987, Possessing mitochondrial presequence, 26(Icp55*),0.2," 1-5,22-26,72-76,75-79", 17-26-high, -, -, -, -, -, -, 18-23, -, -, -, -, -, -, -, 
1889, NP_689561 GeneID:124997 WDR81,0, No mitochondrial presequence, 57(MPP),-0.175, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1890, NP_001158890 GeneID:8402 SLC25A11,0.011, No mitochondrial presequence, 40(MPP),0.1, 69-73, 21-30-high, -, 21-26, -, -, -, -, -, -, -, -, -, -, -, -, 
1891, NP_001158889 GeneID:8402 SLC25A11,0.007, No mitochondrial presequence, 68(MPP),0.074, , 17-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1892, NP_003553 GeneID:8402 SLC25A11,0.019, No mitochondrial presequence, 79(MPP),0.076, , 21-30-high, -, 21-26, -, -, -, -, -, -, -, -, -, -, -, -, 
1893, NP_001203 GeneID:708 C1QBP,0.999, Possessing mitochondrial presequence, 30(MPP),0.133," 4-8,8-12,35-39", 4-13-high, -, -, -, 5-10, -, -, -, -, -, -, -, -, -, -, 
1894, NP_001257377 GeneID:37 ACADVL,0, No mitochondrial presequence, 36(MPP),-0.056," 33-37,84-88", 18-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1895, NP_000009 GeneID:37 ACADVL,0.999, Possessing mitochondrial presequence, 39(MPP),0.179, 3-7, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1895, NP_000009 GeneID:37 ACADVL,0.999, Possessing mitochondrial presequence, 40(Icp55*),0.179, 3-7, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1896, NP_001257376 GeneID:37 ACADVL,0.263, No mitochondrial presequence, 62(MPP),0.113, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1896, NP_001257376 GeneID:37 ACADVL,0.263, No mitochondrial presequence, 63(Icp55*),0.113, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1897, NP_001029031 GeneID:37 ACADVL,0.999, Possessing mitochondrial presequence, 39(MPP),0.179," 3-7,87-91", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1897, NP_001029031 GeneID:37 ACADVL,0.999, Possessing mitochondrial presequence, 40(Icp55*),0.179," 3-7,87-91", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1898, NP_958928 GeneID:399512 SLC25A35,0.006, No mitochondrial presequence, 42(MPP),0, 46-50, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1899, NP_004580 GeneID:6341 SCO1,0.996, Possessing mitochondrial presequence, 66(MPP),0.106, 19-23, 18-27-high, -, -, -, 20-25, -, -, -, -, -, -, -, -, -, -, 
1899, NP_004580 GeneID:6341 SCO1,0.996, Possessing mitochondrial presequence, 67(Icp55*),0.106, 19-23, 18-27-high, -, -, -, 20-25, -, -, -, -, -, -, -, -, -, -, 
1900, NP_001159434 GeneID:60528 ELAC2,0.94, Possessing mitochondrial presequence, 21(MPP),0.143," 80-84,91-95", 3-12-high, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, 6-11, 
1901, NP_060597 GeneID:60528 ELAC2,0.939, Possessing mitochondrial presequence, 21(MPP),0.143," 80-84,91-95", 3-12-high, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, 6-11, 
1902, NP_776065 GeneID:60528 ELAC2,0.939, Possessing mitochondrial presequence, 21(MPP),0.143," 80-84,91-95", 3-12-high, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, 6-11, 
1903, NP_060245 GeneID:54902 TTC19,0.996, Possessing mitochondrial presequence, 28(MPP),0.25," 1-5,13-17", 8-17-high, -, -, -, 14-19, -, -, -, -, -, -, -, -, -, -, 
1904, NP_001258349 GeneID:54902 TTC19,0, No mitochondrial presequence, 18(MPP),-0.222, 15-19, 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1905, NP_064586 GeneID:56953 NT5M,0.978, Possessing mitochondrial presequence, 23(MPP),0.217," 9-13,35-39", 3-12-high, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, -, 
1906, NP_663729 GeneID:91647 ATPAF2,0.999, Possessing mitochondrial presequence, 49(MPP),0.163, , 8-17-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
1907, NP_004609 GeneID:7156 TOP3A,0.863, Possessing mitochondrial presequence, 24(MPP),0.167," 5-9,9-13,21-25,33-37,67-71", 5-14-high, -, -, -, -, 9-14, -, -, -, -, -, -, 20-25, -, -, 
1908, NP_001268715 GeneID:6470 SHMT1,0.004, No mitochondrial presequence, 54(MPP),-0.056, 76-80, 9-18-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1909, NP_683718 GeneID:6470 SHMT1,0, No mitochondrial presequence, 82(MPP),-0.012, 57-61, 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1910, NP_004160 GeneID:6470 SHMT1,0, No mitochondrial presequence, 82(MPP),-0.012, 57-61, 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1911, NP_000373 GeneID:224 ALDH3A2,0.223, No mitochondrial presequence, 32(MPP),0.188, 30-34, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1912, NP_001026976 GeneID:224 ALDH3A2,0.227, No mitochondrial presequence, 32(MPP),0.188, 30-34, 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1913, NP_009133 GeneID:11216 AKAP10,0, No mitochondrial presequence, 29(MPP),0.207, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1914, NP_056325 GeneID:25979 DHRS7B,0, No mitochondrial presequence, 46(MPP),0.109," 37-41,68-72", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1915, NP_056399 GeneID:26073 POLDIP2,0.978, Possessing mitochondrial presequence, 50(MPP),0.16, 6-10, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1915, NP_056399 GeneID:26073 POLDIP2,0.978, Possessing mitochondrial presequence, 51(Icp55*),0.16, 6-10, 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1916, NP_055495 GeneID:9703 KIAA0100,0, No mitochondrial presequence, 49(MPP),0.122," 21-25,26-30,30-34,82-86", 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1917, NP_005693 GeneID:26284 ERAL1,0.854, Possessing mitochondrial presequence, 43(MPP),0.14," 15-19,70-74", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1918, NP_079140 GeneID:79922 MRM1,0.959, Possessing mitochondrial presequence, 19(MPP),0.158," 12-16,20-24,35-39,69-73,88-92", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1918, NP_079140 GeneID:79922 MRM1,0.959, Possessing mitochondrial presequence, 20(Icp55*),0.158," 12-16,20-24,35-39,69-73,88-92", 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1919, NP_115727 GeneID:84311 MRPL45,0.208, No mitochondrial presequence, 37(MPP),0.081, 12-16, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, 11-16, -, -, 
1920, NP_001265208 GeneID:84311 MRPL45,0.218, No mitochondrial presequence, 37(MPP),0.081, 12-16, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, 11-16, -, -, 
1921, NP_001129970 GeneID:284106 CISD3,0.585, Possessing mitochondrial presequence, 10(MPP),0.2, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1922, NP_942127 GeneID:47 ACLY,0.048, No mitochondrial presequence, 29(MPP),0.069," 15-19,40-44", 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1923, NP_001087 GeneID:47 ACLY,0.047, No mitochondrial presequence, 29(MPP),0.069," 15-19,40-44", 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1924, NP_001035997 GeneID:80347 COASY,0.016, No mitochondrial presequence, 51(MPP),0.118," 48-52,58-62", 5-14-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1925, NP_001035994 GeneID:80347 COASY,0.659, Possessing mitochondrial presequence, 22(MPP),0.091," 19-23,29-33,68-72", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1926, NP_079509 GeneID:80347 COASY,0.659, Possessing mitochondrial presequence, 22(MPP),0.091," 19-23,29-33,68-72", 17-26-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1927, NP_001035521 GeneID:28958 COA3,0, No mitochondrial presequence, 57(MPP),0.07, 46-50, 19-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1928, NP_114064 GeneID:4077 NBR1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1929, NP_114068 GeneID:4077 NBR1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1930, NP_005890 GeneID:4077 NBR1,0, No mitochondrial presequence, 18(MPP),-0.056, 67-71, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1931, NP_694551 GeneID:162417 NAGS,0.933, Possessing mitochondrial presequence, 38(MPP),0.237, 9-13, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1932, NP_057100 GeneID:51629 SLC25A39,0, No mitochondrial presequence, 39(MPP),-0.026, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1933, NP_001137252 GeneID:51629 SLC25A39,0, No mitochondrial presequence, 39(MPP),-0.026, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1934, NP_683685 GeneID:124995 MRPL10,0.043, No mitochondrial presequence, 38(MPP),0.026, 88-92, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1935, NP_660298 GeneID:124995 MRPL10,0.964, Possessing mitochondrial presequence, 39(MPP),0.179, 78-82, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1936, NP_060599 GeneID:55163 PNPO,0.142, No mitochondrial presequence, 29(MPP),0.069, 22-26, 18-27-high, -, -, -, -, -, -, -, -, -, -, -, 21-26, -, -, 
1937, NP_001002027 GeneID:516 ATP5G1,0.996, Possessing mitochondrial presequence, 53(MPP),0.094," 13-17,66-70", 13-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1937, NP_001002027 GeneID:516 ATP5G1,0.996, Possessing mitochondrial presequence, 61(Oct1),0.094," 13-17,66-70", 13-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1938, NP_005166 GeneID:516 ATP5G1,0.996, Possessing mitochondrial presequence, 53(MPP),0.094," 13-17,66-70", 13-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1938, NP_005166 GeneID:516 ATP5G1,0.996, Possessing mitochondrial presequence, 61(Oct1),0.094," 13-17,66-70", 13-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1939, NP_002625 GeneID:5245 PHB,0.01, No mitochondrial presequence, 44(MPP),0.045, 2-6, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1940, NP_001268425 GeneID:5245 PHB,0.01, No mitochondrial presequence, 44(MPP),0.045, 2-6, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1941, NP_001268644 GeneID:5245 PHB,0.01, No mitochondrial presequence, 44(MPP),0.045, 2-6, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1942, NP_001268426 GeneID:5245 PHB,0.013, No mitochondrial presequence, 44(MPP),0.045, 2-6, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1943, NP_002602 GeneID:5164 PDK2,0.921, Possessing mitochondrial presequence, 61(MPP),0.066, 16-20, 16-25-high, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, -, 
1944, NP_001186829 GeneID:5164 PDK2,0.925, Possessing mitochondrial presequence, 61(MPP),0.066, 16-20, 16-25-high, -, -, -, -, -, -, -, 7-12, -, 6-11, -, -, -, -, 
1945, NP_001186828 GeneID:5164 PDK2,0.004, No mitochondrial presequence, 44(MPP),-0.091, 91-95, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1945, NP_001186828 GeneID:5164 PDK2,0.004, No mitochondrial presequence, 45(Icp55*),-0.091, 91-95, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1946, NP_001186827 GeneID:5164 PDK2,0.004, No mitochondrial presequence, 44(MPP),-0.091, 91-95, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1946, NP_001186827 GeneID:5164 PDK2,0.004, No mitochondrial presequence, 45(Icp55*),-0.091, 91-95, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1947, NP_057588 GeneID:51264 MRPL27,0.975, Possessing mitochondrial presequence, 30(MPP),0.1, 27-31, 11-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1948, NP_001275898 GeneID:80221 ACSF2,0.968, Possessing mitochondrial presequence, 41(MPP),0.122," 10-14,47-51", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1948, NP_001275898 GeneID:80221 ACSF2,0.968, Possessing mitochondrial presequence, 42(Icp55*),0.122," 10-14,47-51", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1949, NP_001275899 GeneID:80221 ACSF2,0.968, Possessing mitochondrial presequence, 41(MPP),0.122," 10-14,47-51", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1949, NP_001275899 GeneID:80221 ACSF2,0.968, Possessing mitochondrial presequence, 42(Icp55*),0.122," 10-14,47-51", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1950, NP_001275897 GeneID:80221 ACSF2,0.945, Possessing mitochondrial presequence, 41(MPP),0.122," 10-14,72-76", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1950, NP_001275897 GeneID:80221 ACSF2,0.945, Possessing mitochondrial presequence, 42(Icp55*),0.122," 10-14,72-76", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1951, NP_079425 GeneID:80221 ACSF2,0.967, Possessing mitochondrial presequence, 41(MPP),0.122," 10-14,47-51", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1951, NP_079425 GeneID:80221 ACSF2,0.967, Possessing mitochondrial presequence, 42(Icp55*),0.122," 10-14,47-51", 10-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1952, NP_001275901 GeneID:80221 ACSF2,0.003, No mitochondrial presequence, 50(MPP),0.08, , 3-12-high, -, -, -, -, -, -, -, -, 5-10, -, -, -, -, -, 
1953, NP_060816 GeneID:55316 RSAD1,0.788, Possessing mitochondrial presequence, 39(MPP),0.179," 14-18,58-62,71-75", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1954, NP_001275900 GeneID:80221 ACSF2,0.003, No mitochondrial presequence, 50(MPP),0.08, , 3-12-high, -, -, -, -, -, -, -, -, 5-10, -, -, -, -, -, 
1955, NP_001156334 GeneID:1353 COX11,0.996, Possessing mitochondrial presequence, 19(MPP),0.158, , 1-12-high, -, -, 17-22, -, -, -, -, -, -, -, -, -, -, -, 
1956, NP_001156333 GeneID:1353 COX11,0.996, Possessing mitochondrial presequence, 19(MPP),0.158, , 1-12-high, -, -, 17-22, -, -, -, -, -, -, -, -, -, -, -, 
1957, NP_004366 GeneID:1353 COX11,0.996, Possessing mitochondrial presequence, 19(MPP),0.158, , 1-12-high, -, -, 17-22, -, -, -, -, -, -, -, -, -, -, -, 
1958, NP_057154 GeneID:51649 MRPS23,0.096, No mitochondrial presequence, 16(MPP),0.062, 96-100, 6-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1959, NP_001185642 GeneID:5414 SEPT4,0, No mitochondrial presequence, 16(MPP),-0.062," 13-17,26-30", 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1960, NP_536341 GeneID:5414 SEPT4,0.014, No mitochondrial presequence, 65(MPP),-0.062," 2-6,15-19", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1961, NP_536340 GeneID:5414 SEPT4,0.012, No mitochondrial presequence, 65(MPP),-0.062," 2-6,15-19", 15-24-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1962, NP_001243711 GeneID:5414 SEPT4,0.005, No mitochondrial presequence, 39(MPP),0.103," 36-40,49-53", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1963, NP_004565 GeneID:5414 SEPT4,0, No mitochondrial presequence, 24(MPP),0," 21-25,34-38", 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1964, NP_001243751 GeneID:5414 SEPT4,0, No mitochondrial presequence, 55(MPP),-0.018, , 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1965, NP_057161 GeneID:51651 PTRH2,0, No mitochondrial presequence, 35(MPP),0.029, 86-90, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1966, NP_057444 GeneID:51204 TACO1,0.954, Possessing mitochondrial presequence, 49(MPP),0.122," 9-13,13-17,81-85", 8-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1967, NP_009146 GeneID:11232 POLG2,0.527, Possessing mitochondrial presequence, 77(MPP),0.013," 6-10,10-14,13-17", 12-21-high, -, -, -, -, 6-11, -, -, -, -, -, -, -, -, -, 
1968, NP_004101 GeneID:2232 FDXR,0.743, Possessing mitochondrial presequence, 17(MPP),0.176," 2-6,5-9,54-58", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1969, NP_001244944 GeneID:2232 FDXR,0.739, Possessing mitochondrial presequence, 17(MPP),0.176," 2-6,5-9,54-58", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1970, NP_001244943 GeneID:2232 FDXR,0.729, Possessing mitochondrial presequence, 17(MPP),0.176," 2-6,5-9,54-58", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1971, NP_077728 GeneID:2232 FDXR,0.74, Possessing mitochondrial presequence, 17(MPP),0.176," 2-6,5-9,54-58", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1972, NP_001244945 GeneID:2232 FDXR,0, No mitochondrial presequence, 7(MPP),-0.286, 73-77, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1973, NP_001244941 GeneID:2232 FDXR,0.663, Possessing mitochondrial presequence, 70(MPP),0.086," 2-6,5-9,54-58", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1974, NP_001244942 GeneID:2232 FDXR,0.722, Possessing mitochondrial presequence, 17(MPP),0.176," 2-6,5-9,85-89", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
1975, NP_001536 GeneID:3396 ICT1,0.92, Possessing mitochondrial presequence, 29(MPP),0.207," 3-7,45-49", 18-30-high, -, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, 
1976, NP_001239306 GeneID:30833 NT5C,0.049, No mitochondrial presequence, 43(MPP),0.023, 58-62, 21-30-high, -, 3-8, -, -, -, 1-6, -, -, -, -, -, -, -, -, 
1977, NP_006347 GeneID:10476 ATP5H,0.076, No mitochondrial presequence, 42(MPP),0.071, , 16-27-low, -, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, 
1978, NP_055410 GeneID:30833 NT5C,0.051, No mitochondrial presequence, 43(MPP),0.023, 58-62, 21-30-high, -, 3-8, -, -, -, 1-6, -, -, -, -, -, -, -, -, 
1979, NP_001003785 GeneID:10476 ATP5H,0.088, No mitochondrial presequence, 42(MPP),0.071, , 16-27-low, -, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, 
1980, NP_057055 GeneID:51081 MRPS7,0.987, Possessing mitochondrial presequence, 34(MPP),0.147," 5-9,19-23,73-77", 7-16-high, -, -, 6-11, -, 5-10, -, -, -, -, -, -, -, -, -, 
1981, NP_115867 GeneID:64978 MRPL38,0.734, Possessing mitochondrial presequence, 18(MPP),0.167," 5-9,67-71", 5-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1981, NP_115867 GeneID:64978 MRPL38,0.734, Possessing mitochondrial presequence, 26(Oct1),0.167," 5-9,67-71", 5-15-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1982, NP_004026 GeneID:51 ACOX1,0, No mitochondrial presequence, 66(MPP),-0.015, 19-23, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, 18-23, -, -, 
1983, NP_009223 GeneID:51 ACOX1,0, No mitochondrial presequence, 66(MPP),-0.015, 19-23, 16-25-low, -, -, -, -, -, -, -, -, -, -, -, 18-23, -, -, 
1984, NP_001171968 GeneID:51 ACOX1,0.009, No mitochondrial presequence, 28(MPP),-0.036, , 7-16-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1985, NP_001079990 GeneID:284184 C17orf89,0.161, No mitochondrial presequence, 35(MPP),0.114, 32-36, 11-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1986, NP_002940 GeneID:6182 MRPL12,0.993, Possessing mitochondrial presequence, 36(MPP),0.167, 20-24, 1-10-low, -, -, -, -, 20-25, -, -, -, -, -, -, -, -, -, 
1987, NP_001257882 GeneID:1468 SLC25A10,0.004, No mitochondrial presequence, 51(MPP),0.059," 7-11,48-52,76-80", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1988, NP_036272 GeneID:1468 SLC25A10,0.007, No mitochondrial presequence, 51(MPP),0.059," 7-11,48-52,76-80", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1989, NP_001034931 GeneID:339229 OXLD1,0.967, Possessing mitochondrial presequence, 24(MPP),0.208, 3-7, 2-11-low, -, -, -, -, -, -, -, -, 1-6, -, -, -, -, -, 
1989, NP_001034931 GeneID:339229 OXLD1,0.967, Possessing mitochondrial presequence, 25(Icp55*),0.208, 3-7, 2-11-low, -, -, -, -, -, -, -, -, 1-6, -, -, -, -, -, 
1990, NP_001257817 GeneID:1468 SLC25A10,0.007, No mitochondrial presequence, 51(MPP),0.059," 7-11,48-52,76-80", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1991, NP_000909 GeneID:5034 P4HB,0.017, No mitochondrial presequence, 79(MPP),0.013," 2-6,40-44,63-67", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1992, NP_008838 GeneID:5831 PYCR1,0.015, No mitochondrial presequence, 47(MPP),0.043, 27-31, 10-19-high, -, -, -, -, -, -, -, -, 25-30, -, 24-29, -, -, -, 
1993, NP_722546 GeneID:5831 PYCR1,0.015, No mitochondrial presequence, 47(MPP),0.043, 27-31, 10-19-high, -, -, -, -, -, -, -, -, 25-30, -, 24-29, -, -, -, 
1994, NP_001269210 GeneID:5831 PYCR1,0, No mitochondrial presequence, 74(MPP),0.027, 54-58, 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1995, NP_001269209 GeneID:5831 PYCR1,0.015, No mitochondrial presequence, 47(MPP),0.043, 27-31, 10-19-high, -, -, -, -, -, -, -, -, 25-30, -, 24-29, -, -, -, 
1996, NP_001269208 GeneID:5831 PYCR1,0.014, No mitochondrial presequence, 47(MPP),0.043, 27-31, 10-19-high, -, -, -, -, -, -, -, -, 25-30, -, 24-29, -, -, -, 
1997, NP_004095 GeneID:2194 FASN,0, No mitochondrial presequence, 40(MPP),-0.175, , 19-28-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1998, NP_001182147 GeneID:51181 DCXR,0.028, No mitochondrial presequence, 32(MPP),0.125, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
1999, NP_057370 GeneID:51181 DCXR,0.079, No mitochondrial presequence, 34(MPP),0.118, , 11-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
2000, NP_000624 GeneID:596 BCL2,0.033, No mitochondrial presequence, 27(MPP),0.111, 15-19, 15-25-low, -, -, -, -, 15-20, -, -, -, -, -, -, -, -, -, 
2001, NP_060500 GeneID:114876 OSBPL1A,0, No mitochondrial presequence, 32(MPP),0.031, 40-44, 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
2002, NP_001229437 GeneID:114876 OSBPL1A,0, No mitochondrial presequence, 28(MPP),-0.071, , 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
2003, NP_542164 GeneID:114876 OSBPL1A,0, No mitochondrial presequence, 31(MPP),-0.065, 85-89, 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
2004, NP_006102 GeneID:10449 ACAA2,0.996, Possessing mitochondrial presequence, 15(MPP),0.2," 36-40,88-92", 18-27-high, -, -, -, -, -, -, -, -, -, -, 9-14, -, -, -, 
2005, NP_001177736 GeneID:1528 CYB5A,0, No mitochondrial presequence, 53(MPP),-0.094," 8-12,37-41", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
2006, NP_001905 GeneID:1528 CYB5A,0, No mitochondrial presequence, 53(MPP),-0.094," 8-12,37-41", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
