 Sequence ID, Probability of presequence, Prediction,Cleavage_site, Net charge, Positions for TOM20 recognition motif (deliminated by comma), Position of amphypathic alpha-helix, BHHPPP, BPHBHH, HBHHBb, HBHHbB, HHBHHB, HHBPHB, HHBPHH, HHBPHP, HHHBBH, HHHBPH, HHHHBB, HHPBHH, HPBHHP, PHHBPH,
 NP_077163 GeneID:67433 Ccdc127,0.028, No mitochondrial presequence, 84(MPP),0.048," 39-43,55-59", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001162129 GeneID:67433 Ccdc127,0.026, No mitochondrial presequence, 84(MPP),0.048," 39-43,55-59", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075770 GeneID:66945 Sdha,0.956, Possessing mitochondrial presequence, 16(MPP),0.25," 7-11,90-94", 18-28-high, -, -, -, -, -, -, -, -, -, -, -, 6-11, -, -, 
 NP_001162130 GeneID:67433 Ccdc127,0.028, No mitochondrial presequence, 84(MPP),0.048," 39-43,55-59", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031775 GeneID:12867 Cox7c,0.821, Possessing mitochondrial presequence," 37(MPP), 38(Icp55*)",0.108, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_940807 GeneID:76722 Ckmt2,0.963, Possessing mitochondrial presequence, 13(MPP),0.154, 5-9, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, 4-9, 5-10, -, 
 NP_001258394 GeneID:320806 Gfm2,0.145, No mitochondrial presequence," 44(MPP), 45(Icp55*)",0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258392 GeneID:320806 Gfm2,0.143, No mitochondrial presequence," 44(MPP), 45(Icp55*)",0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_796240 GeneID:320806 Gfm2,0.143, No mitochondrial presequence," 44(MPP), 45(Icp55*)",0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258393 GeneID:320806 Gfm2,0.143, No mitochondrial presequence," 44(MPP), 45(Icp55*)",0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001139515 GeneID:320806 Gfm2,0.144, No mitochondrial presequence," 44(MPP), 45(Icp55*)",0.205, , 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081149 GeneID:68927 Ptcd2,0.507, Possessing mitochondrial presequence, 39(MPP),0.154, 36-40, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001177193 GeneID:66128 Mrps36,0.009, No mitochondrial presequence, 11(MPP),0.182, 8-12, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, 8-13, -, 
 NP_079645 GeneID:66128 Mrps36,0.007, No mitochondrial presequence, 11(MPP),0.182, 8-12, 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, 8-13, -, 
 NP_067531 GeneID:59054 Mrps30,0.986, Possessing mitochondrial presequence," 15(MPP), 16(Icp55*)",0.267," 3-7,6-10,88-92", 3-12-high, -, -, -, 7-12, 3-8, -, -, -, -, -, -, -, -, -, 
 NP_034340 GeneID:14198 Fhit,0.04, No mitochondrial presequence, 43(MPP),0.116, , 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081712 GeneID:70478 Mipep,0.997, Possessing mitochondrial presequence, 26(MPP),0.192," 10-14,90-94", 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_659093 GeneID:110821 Pcca,0.972, Possessing mitochondrial presequence," 46(MPP), 47(Icp55*)",0.152," 59-63,71-75", 1-10-high, -, -, -, -, -, -, 5-10, -, -, -, 11-16, -, -, 4-9, 
 NP_080617 GeneID:67725 Nudt13,0.655, Possessing mitochondrial presequence," 19(MPP), 20(Icp55*)",0.263, 16-20, 18-27-high, -, -, -, -, -, -, 4-9, -, -, 3-8, -, -, -, -, 
 NP_001129712 GeneID:218865 Chdh,0.557, Possessing mitochondrial presequence, 34(MPP),0.147, 31-35, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032159 GeneID:14661 Glud1,0.989, Possessing mitochondrial presequence," 52(MPP), 53(Icp55*)",0.077, 66-70, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082919 GeneID:68514 Micu2,0.991, Possessing mitochondrial presequence," 21(MPP), 22(Icp55*)",0.19, , 10-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001240641 GeneID:110265 Msra,0.968, Possessing mitochondrial presequence, 20(MPP),0.2, 25-29, 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
 NP_001240643 GeneID:110265 Msra,0.96, Possessing mitochondrial presequence, 20(MPP),0.2," 25-29,93-97", 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
 NP_001240645 GeneID:110265 Msra,0, No mitochondrial presequence, 37(MPP),0.054," 74-78,89-93", 10-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001240644 GeneID:110265 Msra,0.966, Possessing mitochondrial presequence, 20(MPP),0.2," 25-29,76-80,91-95", 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
 NP_080598 GeneID:110265 Msra,0.968, Possessing mitochondrial presequence, 20(MPP),0.2, 25-29, 18-29-high, -, -, -, -, -, -, -, -, -, -, -, -, 25-30, -, 
 NP_079660 GeneID:66148 Dnajc15,0, No mitochondrial presequence, 26(MPP),0.038, 51-55, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082182 GeneID:219189 Vwa8,0.892, Possessing mitochondrial presequence, 45(MPP),0.133, , 14-29-low, -, -, -, -, -, -, 25-30, -, -, 24-29, -, -, -, -, 
 NP_776119 GeneID:219189 Vwa8,0.903, Possessing mitochondrial presequence, 45(MPP),0.133, , 14-29-low, -, -, -, -, -, -, 25-30, -, -, 24-29, -, -, -, -, 
 NP_083832 GeneID:69634 Clybl,0.951, Possessing mitochondrial presequence, 12(MPP),0.167, 21-25, 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, 21-26, -, 
 NP_077183 GeneID:68263 Pdhb,0.998, Possessing mitochondrial presequence," 22(MPP), 30(Oct1)",0.227, , 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081971 GeneID:71147 Oxsm,0.662, Possessing mitochondrial presequence, 31(MPP),0.129," 2-6,6-10,63-67", 2-11-high, -, -, -, -, -, -, -, -, -, -, -," 1-6,5-10", 2-7, -, 
 NP_079716 GeneID:66242 Mrps16,0.817, Possessing mitochondrial presequence, 30(MPP),0.1," 8-12,31-35,73-77,87-91", 4-13-high, -, -, 9-14, -, 8-13, -, -, -, -, -, -, -, -, -, 
 NP_079642 GeneID:66121 Chchd1,0.341, No mitochondrial presequence, 38(MPP),0.263, 10-14, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081241 GeneID:69156 Comtd1,0.009, No mitochondrial presequence, 71(MPP),0.07, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035825 GeneID:22334 Vdac2,0.006, No mitochondrial presequence, 12(MPP),0, 22-26, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_598845 GeneID:105675 Ppif,0.945, Possessing mitochondrial presequence, 29(MPP),0.138," 58-62,94-98", 5-14-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_848783 GeneID:211948 Pde12,0.947, Possessing mitochondrial presequence, 12(MPP),0.25," 30-34,34-38,38-42,70-74,74-78", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_758468 GeneID:218865 Chdh,0.557, Possessing mitochondrial presequence, 34(MPP),0.147, 31-35, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780552 GeneID:218865 Chdh,0.557, Possessing mitochondrial presequence, 34(MPP),0.147, 31-35, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033414 GeneID:21881 Tkt,0.05, No mitochondrial presequence, 58(MPP),0.034, , 13-22-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081565 GeneID:70021 Nt5dc2,0.003, No mitochondrial presequence, 17(MPP),0.059, 5-9, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_663435 GeneID:218885 Oxnad1,0.191, No mitochondrial presequence," 34(MPP), 35(Icp55*)",0.088," 1-5,64-68", 6-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_058593 GeneID:53600 Timm23,0, No mitochondrial presequence, 52(MPP),-0.019, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001271248 GeneID:27057 Ncoa4,0.024, No mitochondrial presequence, 88(MPP),-0.023, , 2-11-high, -, -, -, -, -, -, -, -, -, 6-11, -, -, -, -, 
 NP_062718 GeneID:27057 Ncoa4,0, No mitochondrial presequence, 20(MPP),0, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001029160 GeneID:27057 Ncoa4,0, No mitochondrial presequence, 20(MPP),0, , 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001074599 GeneID:239017 Ogdhl,0.963, Possessing mitochondrial presequence, 32(MPP),0.219," 15-19,20-24", 10-19-high, -, -, -, -, -, -, -, -, -, -, -, 19-24, -, -, 
 NP_001186051 GeneID:66092 Ghitm,0.959, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.133," 3-7,72-76,81-85", 9-18-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
 NP_510963 GeneID:66092 Ghitm,0.959, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.133," 3-7,72-76,81-85", 9-18-high, -, -, -, -, -, -, -, -, -, 7-12, -, -, -, -, 
 NP_081740 GeneID:70564 Fam213a,0.012, No mitochondrial presequence, 32(MPP),0.062, , 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001025161 GeneID:52535 Mettl17,0.984, Possessing mitochondrial presequence," 27(MPP), 28(Icp55*)",0.222, , 12-21-high, -, -, -, -, -, 13-18, -, -, -, 12-17, -, -, -, -, 
 NP_081212 GeneID:69089 Oxa1l,0.969, Possessing mitochondrial presequence, 21(MPP),0.238, 12-16, 4-13-low, -, -, 13-18, -, 12-17, -, 1-6, -, -, -, -, -, -, -, 
 NP_081127 GeneID:68836 Mrpl52,0.992, Possessing mitochondrial presequence, 28(MPP),0.143, 73-77, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031563 GeneID:12050 Bcl2l2,0.004, No mitochondrial presequence," 60(MPP), 61(Icp55*)",0.017," 45-49,93-97", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_109611 GeneID:28200 Dhrs4,0.961, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,50-54,70-74", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_083270 GeneID:74551 Pck2,0.586, Possessing mitochondrial presequence, 53(MPP),0.132, , 8-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001033027 GeneID:28200 Dhrs4,0.964, Possessing mitochondrial presequence, 20(MPP),0.15," 4-8,50-54,70-74", 6-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081095 GeneID:52585 Dhrs1,0.052, No mitochondrial presequence, 40(MPP),0.125, , 11-23-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001076444 GeneID:654795 Sdr39u1,0.085, No mitochondrial presequence, 83(MPP),0.036, 89-93, 12-21-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080677 GeneID:67840 Mrp63,0.642, Possessing mitochondrial presequence, 26(MPP),0.269," 60-64,73-77", 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258331 GeneID:13850 Ephx2,0, No mitochondrial presequence, 51(MPP),0.078, , 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_031966 GeneID:13850 Ephx2,0, No mitochondrial presequence, 73(MPP),-0.027, 2-6, 16-25-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258350 GeneID:13850 Ephx2,0, No mitochondrial presequence, 38(MPP),0.053, , 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001258332 GeneID:13850 Ephx2,0.019, No mitochondrial presequence, 55(MPP),-0.055, , 20-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033891 GeneID:12177 Bnip3l,0, No mitochondrial presequence, 88(MPP),-0.091," 1-5,70-74", 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080607 GeneID:67712 Slc25a37,0, No mitochondrial presequence, 17(MPP),0.176, 91-95, 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035636 GeneID:20916 Sucla2,0.951, Possessing mitochondrial presequence," 52(MPP), 53(Icp55*)",0.115, , 7-17-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080508 GeneID:67554 Slc25a30,0.006, No mitochondrial presequence, 79(MPP),0.051," 52-56,93-97", 6-17-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_666072 GeneID:211253 Mtrf1,0.287, No mitochondrial presequence, 32(MPP),0.125," 14-18,76-80", 10-20-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001032833 GeneID:223262 Timm8a2,0.006, No mitochondrial presequence, 9(MPP),0," 19-23,44-48,67-71", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081287 GeneID:110308 Krt5,0.14, No mitochondrial presequence, 61(MPP),0.115, , 9-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_077150 GeneID:67041 Oxct1,0.967, Possessing mitochondrial presequence, 38(MPP),0.158, 3-7, 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_570955 GeneID:170719 Oxr1,0, No mitochondrial presequence, 44(MPP),0.023," 37-41,41-45", 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001123638 GeneID:170719 Oxr1,0.015, No mitochondrial presequence," 70(MPP), 71(Icp55*)",0.086, 67-71, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001123637 GeneID:170719 Oxr1,0.126, No mitochondrial presequence, 36(MPP),0.111, 19-23, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001123635 GeneID:170719 Oxr1,0, No mitochondrial presequence, 44(MPP),0.023," 37-41,41-45", 18-27-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080012 GeneID:66736 Emc2,0.003, No mitochondrial presequence, 82(MPP),-0.085, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_038875 GeneID:26912 Gcat,0.259, No mitochondrial presequence, 37(MPP),0.027, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001155184 GeneID:26912 Gcat,0.256, No mitochondrial presequence, 37(MPP),0.027, , 20-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001035485 GeneID:68646 Nadk2,0.911, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001273182 GeneID:68646 Nadk2,0.913, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001078879 GeneID:68646 Nadk2,0.917, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001273184 GeneID:68646 Nadk2,0.907, Possessing mitochondrial presequence, 24(MPP),0.208, 12-16, 4-15-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001027021 GeneID:268782 Agxt2,0.99, Possessing mitochondrial presequence, 25(MPP),0.12," 31-35,62-66", 4-13-high, -, -, -, -, -, -, -, 4-9, -, 3-8, -, -, -, -, 
 NP_032563 GeneID:17117 Amacr,0.006, No mitochondrial presequence," 51(MPP), 52(Icp55*)",0.059, 65-69, 11-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_149065 GeneID:110960 Tars,0, No mitochondrial presequence, 57(MPP),0.018, 72-76, 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_079949 GeneID:66629 Golph3,0.009, No mitochondrial presequence, 16(MPP),0.188, , 4-13-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_073727 GeneID:64833 Acot10,0.991, Possessing mitochondrial presequence," 21(MPP), 22(Icp55*)",0.238," 1-5,5-9", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032313 GeneID:15473 Hrsp12,0.101, No mitochondrial presequence, 30(MPP),0.1," 5-9,65-69", 1-10-high, 7-12, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_444301 GeneID:12864 Cox6c,0.548, Possessing mitochondrial presequence, 56(MPP),0.143, , 12-21-high, -, -, -, -, -, -, -, -, 15-20, -, -, -, -, -, 
 NP_765990 GeneID:69906 Slc25a32,0.121, No mitochondrial presequence, 50(MPP),0.04, 65-69, 13-22-high, -, -, -, -, -, -, -, -, 16-21, -, -, -, -, -, 
 NP_001123636 GeneID:170719 Oxr1,0.107, No mitochondrial presequence, 27(MPP),0.222, 1-5, 14-23-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081035 GeneID:68537 Mrpl13,0.235, No mitochondrial presequence, 64(MPP),0.062, 14-18, 4-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780421 GeneID:74868 Tmem65,0.924, Possessing mitochondrial presequence, 47(MPP),0.149, 1-5, 1-10-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_075661 GeneID:66218 Ndufb9,0.5, Possessing mitochondrial presequence, 19(MPP),0.105," 16-20,20-24", 18-27-high, -, -, -, -, 16-21, -, -, -, -, -, -, -, -, -, 
 NP_001028401 GeneID:110115 Cyp11b1,0.945, Possessing mitochondrial presequence, 25(MPP),0.12, 51-55, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034121 GeneID:13072 Cyp11b2,0.99, Possessing mitochondrial presequence, 25(MPP),0.12, 51-55, 13-22-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082680 GeneID:72960 Top1mt,0.957, Possessing mitochondrial presequence, 12(MPP),0.25," 5-9,25-29,89-93", 5-16-high, -, -, -, -, -, -, -, -, 8-13, -, -, -, -, -, 
 NP_079843 GeneID:66445 Cyc1,0.793, Possessing mitochondrial presequence, 41(MPP),0.146, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766548 GeneID:268822 Adck5,0.61, Possessing mitochondrial presequence, 32(MPP),0.188, 47-51, 7-16-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_663447 GeneID:223665 C030006K11Rik,0.725, Possessing mitochondrial presequence," 10(MPP), 11(Icp55*)",0.1, , 3-12-low, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
 NP_789798 GeneID:223665 C030006K11Rik,0.46, Possessing mitochondrial presequence," 10(MPP), 11(Icp55*)",0.1, , 3-12-low, -, -, -, -, -, -, 7-12, -, -, -, -, -, -, -, 
 NP_064297 GeneID:56551 Txn2,0.978, Possessing mitochondrial presequence, 51(MPP),0.118," 2-6,7-11", 7-16-high, -, -, -, -, -, -, -, -, -, -, -, 1-6, -, -, 
 NP_619611 GeneID:246221 Mpst,0.068, No mitochondrial presequence, 25(MPP),0.08," 6-10,72-76,79-83,94-98", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033463 GeneID:22117 Tst,0.813, Possessing mitochondrial presequence, 22(MPP),0.091, 6-10, 1-10-high, -, -, -, -, -, -, 1-6, -, -, -, -, -, -, -, 
 NP_001155965 GeneID:246221 Mpst,0.068, No mitochondrial presequence, 25(MPP),0.08," 6-10,72-76,79-83,94-98", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001155964 GeneID:246221 Mpst,0.068, No mitochondrial presequence, 25(MPP),0.08," 6-10,72-76,79-83,94-98", 3-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_032863 GeneID:18693 Pick1,0, No mitochondrial presequence, 12(MPP),-0.5, 86-90, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001039023 GeneID:18693 Pick1,0, No mitochondrial presequence, 12(MPP),-0.5, 86-90, 1-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766197 GeneID:223696 Tomm22,0, No mitochondrial presequence, 61(MPP),-0.246," 74-78,80-84", 15-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_848834 GeneID:239555 Mief1,0, No mitochondrial presequence, 63(MPP),0.063," 46-50,50-54", 14-24-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035529 GeneID:20524 Slc25a17,0, No mitochondrial presequence, 37(MPP),0, 10-14, 7-18-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_796284 GeneID:321003 Xpnpep3,0.966, Possessing mitochondrial presequence," 30(MPP), 31(Icp55*)",0.167, , 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_542364 GeneID:11429 Aco2,0.996, Possessing mitochondrial presequence, 19(MPP),0.158, 11-15, 7-16-high, -, 18-23, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080263 GeneID:67130 Ndufa6,0.875, Possessing mitochondrial presequence, 34(MPP),0.118, 38-42, 20-29-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081190 GeneID:69029 Smdt1,0.728, Possessing mitochondrial presequence," 70(MPP), 71(Icp55*)",0.143," 6-10,67-71", 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_084063 GeneID:109754 Cyb5r3,0.055, No mitochondrial presequence, 30(MPP),0.067," 8-12,23-27", 19-28-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_033905 GeneID:12257 Tspo,0.005, No mitochondrial presequence," 33(MPP), 34(Icp55*)",0, , 12-21-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001025185 GeneID:223722 Mcat,0.984, Possessing mitochondrial presequence, 19(MPP),0.263, 92-96, 12-23-high, -, -, -, -, -, -, -, -, -, 10-15, -, -, -, -, 
 NP_848729 GeneID:68653 Samm50,0, No mitochondrial presequence, 82(MPP),-0.098, , 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_082339 GeneID:72026 Trmu,0.547, Possessing mitochondrial presequence, 28(MPP),0.107," 4-8,57-61", 2-11-high, -, -, -, -, -, -, -, -, -, -, 21-26, -, -, -, 
 NP_082181 GeneID:223776 Selo,0.419, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.111, , 1-12-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001104758 GeneID:100126824 Sco2,0.404, Possessing mitochondrial presequence, 50(MPP),0.16, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_034078 GeneID:12895 Cpt1b,0.007, No mitochondrial presequence, 30(MPP),-0.033," 28-32,87-91", 21-30-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_036124 GeneID:26874 Abcd2,0.939, Possessing mitochondrial presequence, 23(MPP),0.217," 1-5,20-24,91-95,96-100", 1-12-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_899079 GeneID:66379 Cox14,0.029, No mitochondrial presequence, 37(MPP),0.081, 34-38, 21-30-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_598854 GeneID:68614 Letmd1,0.922, Possessing mitochondrial presequence, 28(MPP),0.143," 3-7,8-12,71-75,79-83", 20-29-low, -, -, -, -, -, -, -, -, -, -, -, 2-7, -, -, 
 NP_068359 GeneID:60315 Myg1,0.977, Possessing mitochondrial presequence, 24(MPP),0.208, 63-67, 1-10-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080744 GeneID:67942 Atp5g2,0.996, Possessing mitochondrial presequence," 63(MPP), 71(Oct1)",0.111," 4-8,76-80", 19-30-high, -, -, -, -, -, -, -, -, -, -, -, 3-8, 4-9, -, 
 NP_035052 GeneID:18100 Mrpl40,0.949, Possessing mitochondrial presequence, 29(MPP),0.138, 9-13, 15-24-low, -, -, 10-15, -, 9-14, -, -, -, -, -, -, -, -, -, 
 NP_001116155 GeneID:71911 Bdh1,0.999, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.111, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_780386 GeneID:71911 Bdh1,0.999, Possessing mitochondrial presequence," 45(MPP), 46(Icp55*)",0.111, , 2-13-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_080784 GeneID:68015 Trap1,0.863, Possessing mitochondrial presequence, 45(MPP),0.156, , 11-20-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_001164449 GeneID:268860 Abat,0.75, Possessing mitochondrial presequence, 27(MPP),0.148, 70-74, 9-18-high, -, 16-21, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_766549 GeneID:268860 Abat,0.742, Possessing mitochondrial presequence, 27(MPP),0.148, 70-74, 9-18-high, -, 16-21, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_035302 GeneID:19125 Prodh,0.918, Possessing mitochondrial presequence, 38(MPP),0.105," 3-7,13-17,41-45,75-79,95-99", 8-17-high, -, -, -, -, -, -, 8-13, -, 1-6, 7-12, -, -, -, -, 
 NP_001186106 GeneID:74143 Opa1,0.274, No mitochondrial presequence, 39(MPP),0.128," 4-8,94-98", 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_598513 GeneID:74143 Opa1,0.272, No mitochondrial presequence, 39(MPP),0.128," 4-8,94-98", 9-19-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_081618 GeneID:70186 Fam162a,0.977, Possessing mitochondrial presequence, 21(MPP),0.095," 11-15,14-18", 18-27-high, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_613065 GeneID:28185 Tomm70a,0, No mitochondrial presequence, 69(MPP),0.101, , 2-11-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
 NP_849256 GeneID:106338 Nsun3,0.806, Possessing mitochondrial presequence, 73(MPP),0.055," 17-21,65-69", 12-21-high, -, -, -, -, -, -, 13-18, -, -, -, -, -, -, -, 
 NP_079847 GeneID:66449 Pam16,0.364, No mitochondrial presequence, 23(MPP),0.13," 1-5,16-20,20-24,77-81", 16-26-high, -, -, -, -, 20-25, -, -, -, -, -, -, -, -, -, 
 NP_001128584 GeneID:83945 Dnaja3,0.328, No mitochondrial presequence, 42(MPP),0.143," 9-13,40-44", 19-29-low, -, -, -, -, -, -, -, -, -, -, -, -, -, -, 
